glyph_id_hex,raw_token,unicode,unicode_codepoint,evidence_class,semantic_tier,distinct_wgf_contexts,distinct_jp_contexts,jp_reference_table_value
0x63D,F1 3D,错,U+9519,CONTEXT_SUPPORTED,A_STRONG,13,11,錯
0x651,F1 51,随,U+968F,CONTEXT_SUPPORTED,A_STRONG,4,4,某
0x65E,F1 5E,微,U+5FAE,CONTEXT_SUPPORTED,A_STRONG,3,3,微
0x663,F1 63,如,U+5982,CONTEXT_SUPPORTED,A_STRONG,17,14,如
0x666,F1 66,为,U+4E3A,CONTEXT_SUPPORTED,A_STRONG,90,76,為
0x66B,F1 6B,把,U+628A,CONTEXT_SUPPORTED,A_STRONG,18,15,把
0x683,F1 83,剂,U+5242,CONTEXT_SUPPORTED,A_STRONG,9,8,剤
0x6AB,F1 AB,诉,U+8BC9,CONTEXT_SUPPORTED,A_STRONG,14,12,訴
0x6C4,F1 C4,罚,U+7F5A,CONTEXT_SUPPORTED,A_STRONG,7,6,罰
0x6CB,F1 CB,旋,U+65CB,CONTEXT_SUPPORTED,A_STRONG,14,12,旋
0x6CD,F1 CD,列,U+5217,CONTEXT_SUPPORTED,A_STRONG,13,11,列
0x6CE,F1 CE,忙,U+5FD9,CONTEXT_SUPPORTED,A_STRONG,8,7,忙
0x6E3,F1 E3,伊,U+4F0A,CONTEXT_SUPPORTED,A_STRONG,19,15,伊
0x6F8,F1 F8,粘,U+7C98,CONTEXT_SUPPORTED,A_STRONG,2,2,粘
0x704,F2 04,辛,U+8F9B,CONTEXT_SUPPORTED,A_STRONG,9,7,辛
0x712,F2 12,丹,U+4E39,CONTEXT_SUPPORTED,A_STRONG,9,7,丹
0x715,F2 15,裘,U+88D8,CONTEXT_SUPPORTED,A_STRONG,7,6,裘
0x724,F2 24,侯,U+4FAF,CONTEXT_SUPPORTED,A_STRONG,9,8,侯
0x740,F2 40,卡,U+5361,CONTEXT_SUPPORTED,A_STRONG,35,30,卡
0x747,F2 47,叨,U+53E8,CONTEXT_SUPPORTED,A_STRONG,8,6,叨
0x76C,F2 6C,啊,U+554A,CONTEXT_SUPPORTED,A_STRONG,28,24,啊
0x774,F2 74,咯,U+54AF,CONTEXT_SUPPORTED,A_STRONG,8,7,咯
0x789,F2 89,夏,U+590F,CONTEXT_SUPPORTED,A_STRONG,11,9,夏
0x7A2,F2 A2,尼,U+5C3C,CONTEXT_SUPPORTED,A_STRONG,18,15,尼
0x7DF,F2 DF,搁,U+6401,CONTEXT_SUPPORTED,A_STRONG,5,4,搁
0x7E8,F2 E8,踢,U+8E22,CONTEXT_SUPPORTED,A_STRONG,16,13,踢
0x7F2,F2 F2,旁,U+65C1,CONTEXT_SUPPORTED,A_STRONG,2,2,旁
0x7F3,F2 F3,丹,U+4E39,CONTEXT_SUPPORTED,A_STRONG,7,6,丹
0x806,F3 06,梭,U+68AD,CONTEXT_SUPPORTED,A_STRONG,8,7,梭
0x825,F3 25,瀑,U+7011,CONTEXT_SUPPORTED,A_STRONG,7,5,瀑
0x831,F3 31,琉,U+7409,CONTEXT_SUPPORTED,A_STRONG,7,6,琉
0x836,F3 36,普,U+666E,CONTEXT_SUPPORTED,A_STRONG,6,5,普
0x841,F3 41,眼,U+773C,CONTEXT_SUPPORTED,A_STRONG,7,6,眼
0x857,F3 57,协,U+534F,CONTEXT_SUPPORTED,A_STRONG,8,6,協
0x859,F3 59,糊,U+7CCA,CONTEXT_SUPPORTED,A_STRONG,3,2,糊
0x86A,F3 6A,翰,U+7FF0,CONTEXT_SUPPORTED,A_STRONG,7,5,翰
0x86B,F3 6B,耍,U+800D,CONTEXT_SUPPORTED,B_SUPPORTED,1,1,
0x877,F3 77,脾,U+813E,CONTEXT_SUPPORTED,A_STRONG,2,2,脾
0x878,F3 78,腾,U+817E,CONTEXT_SUPPORTED,A_STRONG,5,4,騰
0x883,F3 83,芬,U+82AC,CONTEXT_SUPPORTED,A_STRONG,5,4,芬
0x885,F3 85,荚,U+835A,CONTEXT_SUPPORTED,A_STRONG,5,4,莢
0x888,F3 88,莎,U+838E,CONTEXT_SUPPORTED,A_STRONG,4,3,莎
0x892,F3 92,蕊,U+854A,CONTEXT_SUPPORTED,A_STRONG,5,4,蕊
0x898,F3 98,螺,U+87BA,CONTEXT_SUPPORTED,A_STRONG,9,7,螺
0x8B1,F3 B1,赫,U+8D6B,CONTEXT_SUPPORTED,A_STRONG,4,3,赫
0x8C2,F3 C2,递,U+9012,CONTEXT_SUPPORTED,A_STRONG,5,4,遏
0x8C9,F3 C9,邱,U+90B1,CONTEXT_SUPPORTED,A_STRONG,6,5,邱
0x8D2,F3 D2,钻,U+94BB,CONTEXT_SUPPORTED,A_STRONG,7,6,鑽
0x8D5,F3 D5,锤,U+9524,CONTEXT_SUPPORTED,A_STRONG,7,6,錘
0x8D6,F3 D6,链,U+94FE,CONTEXT_SUPPORTED,A_STRONG,8,7,鏈
0x8D9,F3 D9,镖,U+9556,CONTEXT_SUPPORTED,A_STRONG,6,5,鏢
0x8DA,F3 DA,镰,U+9570,CONTEXT_SUPPORTED,A_STRONG,7,6,鎌
0x8E2,F3 E2,陵,U+9675,CONTEXT_SUPPORTED,A_STRONG,6,5,陵
0x8EF,F3 EF,魄,U+9B44,CONTEXT_SUPPORTED,A_STRONG,5,4,魄
0x90C,F4 0C,踪,U+8E2A,CONTEXT_SUPPORTED,A_STRONG,3,3,踪
0x91A,F4 1A,那,U+90A3,CONTEXT_SUPPORTED,A_STRONG,105,88,那
0x926,F4 26,逊,U+900A,CONTEXT_SUPPORTED,A_STRONG,8,6,遜
0x94A,F4 4A,只,U+53EA,CONTEXT_SUPPORTED,A_STRONG,13,11,只
0x996,F4 96,既,U+65E2,CONTEXT_SUPPORTED,A_STRONG,8,7,既
0x9BB,F4 BB,瓦,U+74E6,CONTEXT_SUPPORTED,A_STRONG,14,12,瓦
0x9CC,F4 CC,肯,U+80AF,CONTEXT_SUPPORTED,A_STRONG,8,7,肯
0x9D4,F4 D4,些,U+4E9B,CONTEXT_SUPPORTED,A_STRONG,23,20,些
0x9FF,F4 FF,顿,U+987F,CONTEXT_SUPPORTED,A_STRONG,8,7,頓
0xA17,F5 17,杰,U+6770,CONTEXT_SUPPORTED,A_STRONG,6,5,傑
0xA1E,F5 1E,而,U+800C,CONTEXT_SUPPORTED,A_STRONG,16,13,而
0xA53,F5 53,阿,U+963F,CONTEXT_SUPPORTED,A_STRONG,6,5,阿
0xA62,F5 62,殖,U+6B96,CONTEXT_SUPPORTED,A_STRONG,11,10,殖
0xA70,F5 70,亚,U+4E9A,CONTEXT_SUPPORTED,A_STRONG,6,5,亜
0xA88,F5 88,绊,U+7ECA,CONTEXT_SUPPORTED,A_STRONG,3,3,F588
0xAA8,F5 A8,尚,U+5C1A,CONTEXT_SUPPORTED,A_STRONG,3,2,尚
0xAC5,F5 C5,甚,U+751A,CONTEXT_SUPPORTED,A_STRONG,2,2,甚
0xAC9,F5 C9,该,U+8BE5,CONTEXT_SUPPORTED,A_STRONG,13,11,該
0xACC,F5 CC,惩,U+60E9,CONTEXT_SUPPORTED,B_SUPPORTED,1,1,懲
0xAD9,F5 D9,箭,U+7BAD,CONTEXT_SUPPORTED,A_STRONG,19,16,箇
0xAE5,F5 E5,猫,U+732B,CONTEXT_SUPPORTED,A_STRONG,9,7,猫
0xAE9,F5 E9,锻,U+953B,CONTEXT_SUPPORTED,B_SUPPORTED,1,1,鍛
0xAFF,F5 FF,甘,U+7518,CONTEXT_SUPPORTED,B_SUPPORTED,1,1,甘
0xAB8,F5 B8,是,U+662F,CONTEXT_SUPPORTED,A_STRONG,338,284,是
